usia,pinjaman,tenor,pemasukan,tanggungan,pekerjaan,pinjaman ke-,telat bayar,donasi
60,1000000,12,4600000,1,Pekerja Lepas,3,0,8
32,2500000,10,4500000,4,Pedagang,4,6,10
73,2500000,8,4800000,5,Pekerja Lepas,4,2,9
28,3000000,4,1500000,3,Pekerja Lepas,1,3,5
89,1800000,16,3000000,3,Wirausaha,3,6,4
56,2500000,20,3000000,5,Pekerja Lepas,2,4,4
81,1200000,5,1800000,2,Pedagang,3,5,8
57,1200000,5,4600000,0,Wirausaha,3,5,5
48,500000,20,2000000,4,Pekerja Lepas,2,1,8
28,1900000,16,4400000,0,Pedagang,5,1,8
46,1800000,12,1800000,3,Pedagang,4,0,9
52,700000,5,4800000,1,Pedagang,4,4,5
99,1600000,3,5000000,0,Wirausaha,4,0,8
40,3000000,6,3500000,0,Pedagang,4,2,3
42,1500000,10,2500000,0,Pekerja Lepas,2,1,0
81,1400000,20,3500000,3,Guru/Dosen,3,3,5
70,500000,16,3000000,2,Guru/Dosen,3,6,9
28,3000000,8,4600000,1,Guru/Dosen,5,5,3
51,1000000,20,4600000,5,Guru/Dosen,4,0,6
33,1900000,20,4500000,3,Wirausaha,4,6,7
63,2500000,10,3000000,1,Pekerja Lepas,2,5,10
34,1200000,12,1200000,1,Pedagang,4,5,7
98,700000,4,2000000,1,Wirausaha,5,2,5
67,1500000,4,4400000,5,Wirausaha,1,2,5
96,1500000,16,1800000,4,Pekerja Lepas,1,5,5
64,1800000,20,3000000,3,Pekerja Lepas,5,0,3
27,1200000,10,3000000,5,Buruh,4,1,9
27,500000,4,4400000,0,Guru/Dosen,2,0,1
20,500000,5,1500000,4,Pedagang,2,1,5
22,2000000,4,5000000,4,Buruh,1,2,9
81,1900000,10,2500000,1,Pedagang,4,3,9
25,1200000,20,4400000,5,Pekerja Lepas,5,4,8
64,1600000,3,4800000,3,Wirausaha,3,0,7
62,1200000,3,2500000,4,Wirausaha,3,0,9
84,1900000,20,3500000,2,Wirausaha,1,1,1
26,1200000,5,2500000,3,Buruh,5,6,6
57,2500000,4,1500000,3,Buruh,5,6,9
37,1200000,10,1200000,0,Guru/Dosen,4,0,3
39,1900000,5,2000000,5,Pedagang,1,4,6
74,2500000,4,1500000,1,Wirausaha,5,6,9
48,1900000,6,4600000,1,Buruh,1,1,0
30,1200000,4,1800000,1,Wirausaha,3,3,7
49,3000000,10,3500000,4,Pekerja Lepas,3,3,1
75,1200000,16,2300000,2,Guru/Dosen,1,4,8
84,2500000,10,5000000,5,Pedagang,1,6,2
69,1200000,12,4500000,5,Pekerja Lepas,3,3,6
70,1400000,8,2300000,5,Pekerja Lepas,5,1,8
82,500000,10,2300000,3,Buruh,2,3,1
36,3000000,5,1500000,4,Guru/Dosen,2,5,7
71,1200000,8,4600000,1,Buruh,5,6,5
85,1600000,8,4400000,5,Guru/Dosen,4,2,1
36,1600000,4,4000000,3,Wirausaha,4,6,6
38,1200000,6,4800000,3,Buruh,1,0,6
73,500000,16,5000000,4,Pedagang,3,4,3
87,1500000,6,5000000,3,Wirausaha,4,5,6
28,1200000,16,1200000,1,Guru/Dosen,4,6,10
48,2000000,3,4000000,4,Buruh,5,2,4
23,1900000,10,1800000,2,Guru/Dosen,1,6,5
65,1900000,3,4400000,4,Pekerja Lepas,2,3,8
85,1200000,10,5000000,1,Pedagang,2,2,2
39,700000,4,4500000,1,Wirausaha,4,0,10
55,1200000,20,4500000,3,Pedagang,3,0,0
32,2000000,5,1200000,1,Guru/Dosen,5,6,4
26,2000000,5,1800000,1,Pekerja Lepas,4,1,4
96,500000,8,1500000,3,Buruh,3,2,6
53,500000,10,3500000,5,Buruh,4,6,1
81,500000,8,4800000,4,Guru/Dosen,2,6,0
71,1200000,16,2300000,2,Guru/Dosen,3,3,0
89,1200000,4,1200000,1,Wirausaha,1,0,0
33,2000000,5,4500000,0,Wirausaha,4,1,0
26,2000000,8,4800000,3,Pekerja Lepas,1,6,6
62,1900000,10,2000000,1,Pekerja Lepas,5,1,0
91,1400000,16,2500000,1,Guru/Dosen,5,3,5
35,1800000,10,3000000,4,Guru/Dosen,2,1,5
65,1900000,4,5000000,4,Pedagang,1,3,6
59,1200000,10,4800000,3,Guru/Dosen,2,5,6
86,2500000,3,2500000,2,Buruh,3,1,1
54,1600000,5,1500000,2,Guru/Dosen,3,2,7
51,700000,10,2500000,5,Buruh,1,3,2
98,1200000,10,4500000,2,Pedagang,4,1,7
48,1200000,8,4800000,1,Pedagang,4,6,5
44,700000,4,5000000,3,Wirausaha,1,1,5
41,500000,6,4500000,5,Pedagang,4,1,10
64,1800000,16,4000000,1,Guru/Dosen,3,5,8
87,1400000,10,1200000,5,Pedagang,4,2,2
26,1200000,16,2000000,3,Wirausaha,2,6,4
46,1900000,3,4000000,0,Guru/Dosen,4,2,7
88,1200000,10,2500000,2,Pekerja Lepas,4,3,4
20,500000,4,2300000,2,Wirausaha,1,4,6
68,1800000,12,2300000,1,Buruh,1,5,10
86,1600000,4,3500000,1,Pedagang,3,1,5
56,500000,6,4800000,5,Pekerja Lepas,2,2,7
51,1500000,20,1200000,5,Wirausaha,4,2,7
75,500000,8,2300000,3,Wirausaha,2,1,2
81,1200000,5,1800000,4,Wirausaha,1,3,2
32,500000,8,1200000,0,Buruh,4,0,6
53,700000,3,2000000,3,Wirausaha,1,5,5
47,1200000,12,3500000,3,Pedagang,2,1,7
86,2000000,4,4400000,3,Buruh,1,4,5
53,500000,5,3000000,2,Pedagang,3,6,10
63,500000,4,1800000,2,Pekerja Lepas,4,3,1
92,500000,4,4800000,1,Wirausaha,1,4,0
53,1400000,3,1200000,0,Pedagang,2,3,6
44,1200000,5,1500000,5,Buruh,1,2,6
60,1500000,20,3500000,3,Pekerja Lepas,5,6,3
46,1500000,16,2000000,4,Pedagang,3,4,1
48,500000,16,1500000,0,Pedagang,2,0,4
56,1000000,3,1500000,0,Guru/Dosen,2,1,8
71,1600000,5,1200000,0,Pedagang,2,2,10
99,1000000,20,3000000,2,Pedagang,4,2,9
72,1200000,8,4800000,0,Buruh,5,6,4
52,1800000,8,3500000,0,Pedagang,3,4,10
79,2500000,5,3500000,2,Pedagang,2,1,9
30,1400000,5,1800000,2,Guru/Dosen,2,4,3
32,700000,10,2000000,4,Buruh,5,6,6
74,500000,4,4000000,1,Pedagang,2,3,9
98,2500000,6,4000000,3,Pedagang,4,3,8
82,700000,12,4800000,1,Guru/Dosen,1,1,6
53,1600000,10,2300000,4,Buruh,5,4,5
26,500000,5,1800000,5,Pekerja Lepas,5,2,5
77,1200000,6,2500000,0,Guru/Dosen,2,6,8
65,2500000,5,3500000,3,Buruh,5,6,7
87,2000000,8,3500000,0,Pekerja Lepas,5,6,3
50,1400000,3,3500000,5,Buruh,3,0,2
93,500000,3,4800000,0,Wirausaha,3,5,9
51,1400000,10,5000000,4,Pekerja Lepas,3,3,1
46,1600000,8,4000000,0,Wirausaha,1,0,4
66,1600000,4,1200000,2,Wirausaha,3,0,2
28,1200000,10,4400000,1,Pekerja Lepas,1,3,2
30,1200000,10,4400000,3,Pedagang,4,0,5
43,700000,8,2500000,5,Guru/Dosen,3,4,2
46,2500000,10,3500000,2,Buruh,5,5,5
85,1000000,20,3000000,2,Pedagang,4,6,4
65,700000,10,2000000,5,Pedagang,1,6,1
95,500000,10,4000000,4,Guru/Dosen,2,6,9
90,3000000,12,4600000,4,Buruh,2,3,10
26,1500000,20,1500000,0,Wirausaha,2,3,2
45,1400000,10,2300000,2,Buruh,5,0,9
62,2000000,3,3000000,2,Pedagang,4,4,10
57,2500000,4,5000000,0,Pekerja Lepas,4,6,2
90,1600000,3,3000000,4,Buruh,5,0,8
76,2000000,20,2500000,2,Buruh,5,6,5
80,2000000,10,1500000,1,Pedagang,3,1,2
92,2000000,8,4000000,5,Pedagang,5,3,7
23,2500000,6,4600000,4,Buruh,2,0,7
86,500000,16,3000000,4,Wirausaha,2,6,2
57,1900000,10,3500000,2,Buruh,5,2,4
94,1800000,3,4500000,3,Pekerja Lepas,3,5,2
80,1200000,3,3500000,4,Pedagang,1,4,0
73,1400000,8,1500000,4,Wirausaha,3,2,1
61,500000,12,1800000,2,Buruh,2,0,2
28,3000000,5,1500000,4,Guru/Dosen,4,6,7
84,1200000,16,5000000,3,Pedagang,1,6,10
33,500000,10,4000000,0,Pedagang,4,4,5
58,2500000,6,2000000,0,Buruh,3,3,9
30,1400000,5,4400000,2,Pedagang,5,0,0
57,1900000,5,2000000,5,Guru/Dosen,5,3,4
23,500000,10,4600000,3,Buruh,4,1,4
80,1200000,4,4800000,3,Wirausaha,2,4,7
31,1200000,8,3000000,3,Pedagang,2,3,5
88,500000,5,3000000,0,Pedagang,5,5,6
37,1000000,3,4600000,4,Pekerja Lepas,3,6,4
75,500000,5,1800000,5,Wirausaha,1,6,7
52,1800000,20,5000000,4,Buruh,3,2,2
34,2000000,10,1800000,3,Guru/Dosen,5,1,4
59,1500000,12,2500000,4,Pedagang,5,2,4
77,2000000,12,4400000,2,Pedagang,2,0,7
30,1200000,4,3000000,4,Wirausaha,3,4,8
40,1200000,10,4800000,5,Pekerja Lepas,3,2,7
69,500000,16,5000000,5,Guru/Dosen,2,1,2
53,2500000,6,1200000,2,Wirausaha,1,2,8
25,500000,10,2000000,3,Guru/Dosen,5,6,0
70,1400000,4,2300000,3,Pedagang,1,0,8
37,1200000,3,2000000,0,Pedagang,3,2,8
29,1200000,10,3500000,0,Pekerja Lepas,5,1,4
21,1600000,4,1200000,0,Pedagang,2,6,8
55,500000,4,2000000,2,Buruh,4,0,7
31,1000000,5,2000000,4,Pekerja Lepas,5,3,10
32,500000,20,1200000,5,Wirausaha,5,0,10
56,700000,10,4000000,2,Pedagang,3,6,8
37,1500000,4,1200000,3,Pedagang,2,0,3
89,500000,10,4800000,0,Wirausaha,1,4,4
46,500000,20,2000000,1,Wirausaha,4,0,4
94,1600000,8,1500000,5,Pedagang,3,4,10
68,1900000,5,4800000,1,Pekerja Lepas,2,3,3
62,1800000,10,3500000,3,Buruh,2,1,6
97,1200000,8,4500000,4,Wirausaha,1,4,0
91,1200000,4,3000000,3,Guru/Dosen,1,1,9
56,1400000,12,1200000,1,Pedagang,5,1,10
40,2000000,12,2300000,4,Buruh,3,6,0
100,1200000,4,4600000,5,Pekerja Lepas,5,6,0
47,3000000,3,2300000,4,Pedagang,2,1,2
84,1900000,5,4400000,0,Pedagang,2,0,10
25,2000000,16,2500000,4,Pedagang,2,4,3
42,1800000,10,4500000,0,Guru/Dosen,4,0,3
76,1200000,5,2500000,2,Wirausaha,3,4,7
97,1400000,12,1500000,0,Pedagang,1,0,5
87,1500000,8,2500000,1,Wirausaha,4,2,3
32,2000000,12,4800000,2,Pekerja Lepas,1,5,4
90,1800000,6,4800000,0,Pedagang,4,6,7
20,2000000,8,2300000,5,Pedagang,3,1,3
42,1400000,4,4800000,3,Pedagang,1,0,6
59,1400000,10,4500000,0,Buruh,2,0,2
98,1500000,10,3500000,4,Guru/Dosen,3,4,10
24,1000000,3,4600000,3,Pekerja Lepas,1,2,7
76,500000,12,2500000,1,Pedagang,2,1,0
42,1800000,10,4000000,1,Pekerja Lepas,1,2,4
62,2500000,3,4800000,1,Guru/Dosen,2,3,7
40,1900000,10,1800000,4,Pekerja Lepas,4,5,3
59,1600000,10,4800000,0,Buruh,5,6,3
74,1600000,4,1800000,5,Wirausaha,3,0,7
46,700000,4,1200000,4,Pedagang,1,4,3
30,1400000,10,5000000,4,Pedagang,1,6,1
66,2500000,12,4800000,0,Pedagang,1,4,4
100,1800000,4,3000000,2,Pedagang,3,1,9
26,1900000,16,1200000,0,Wirausaha,4,0,1
34,1400000,4,4500000,2,Pedagang,2,1,6
84,1000000,10,5000000,4,Pedagang,4,2,8
53,1900000,20,4500000,1,Wirausaha,2,5,10
25,1400000,16,4000000,1,Wirausaha,3,4,1
86,1500000,16,1800000,1,Pedagang,5,6,10
32,500000,10,1200000,3,Wirausaha,5,0,8
41,1400000,12,1200000,2,Pekerja Lepas,5,2,4
87,1000000,10,4800000,5,Pekerja Lepas,4,2,2
39,1200000,10,1200000,1,Pedagang,4,0,0
98,1500000,5,1500000,2,Pedagang,3,6,1
75,2000000,10,2300000,2,Pedagang,4,6,2
70,1800000,20,1800000,5,Guru/Dosen,2,2,5
25,1200000,6,1200000,3,Buruh,5,2,3
72,1000000,12,2300000,5,Buruh,1,6,10
38,1800000,8,2000000,3,Wirausaha,1,5,4
80,1000000,3,4800000,5,Pedagang,5,0,4
62,500000,10,4400000,1,Buruh,1,5,10
50,1400000,8,4000000,5,Buruh,5,4,8
25,1500000,5,1800000,3,Buruh,3,6,0
90,1000000,20,3000000,1,Pedagang,2,6,2
52,1200000,3,1200000,4,Pedagang,5,1,3
57,3000000,5,2500000,0,Pedagang,2,3,3
39,2500000,4,1500000,3,Buruh,5,5,9
95,1500000,3,2300000,1,Pekerja Lepas,1,6,3
99,1200000,3,4800000,3,Pedagang,4,0,2
81,500000,6,3000000,3,Guru/Dosen,2,6,10
89,1600000,10,4400000,0,Wirausaha,2,2,5
93,1600000,6,2300000,1,Guru/Dosen,5,4,5
93,500000,5,4800000,5,Buruh,5,6,1
43,1400000,6,2300000,1,Pedagang,2,0,1
59,1400000,4,4600000,1,Buruh,2,2,10
95,1200000,8,1200000,5,Pekerja Lepas,4,2,1
54,1800000,12,1200000,4,Wirausaha,3,1,8
63,1400000,4,1500000,1,Pekerja Lepas,2,0,0
91,1900000,3,2300000,1,Guru/Dosen,1,5,6
52,1500000,10,2000000,1,Guru/Dosen,2,4,10
27,1900000,6,4400000,1,Pedagang,5,2,9
33,500000,16,2500000,5,Pekerja Lepas,1,0,2
56,2500000,3,5000000,2,Pedagang,5,5,5
34,1200000,12,3000000,0,Guru/Dosen,4,0,6
72,1200000,16,1800000,1,Guru/Dosen,4,4,1
99,1900000,6,2500000,0,Guru/Dosen,3,1,6
97,1800000,4,2300000,4,Buruh,5,1,0
52,1600000,4,1200000,5,Wirausaha,4,6,0
38,700000,16,4800000,3,Guru/Dosen,2,3,7
33,2500000,8,4800000,2,Guru/Dosen,4,1,2
21,2500000,10,5000000,5,Buruh,2,6,3
67,1000000,16,3000000,3,Pekerja Lepas,1,0,0
52,2000000,8,2300000,0,Buruh,1,4,6
55,1200000,8,2000000,4,Buruh,4,2,1
51,1600000,10,2500000,1,Pedagang,4,1,7
60,1200000,16,4000000,3,Pedagang,4,0,10
23,500000,10,4800000,4,Pedagang,3,0,5
79,1400000,10,4600000,0,Buruh,3,6,10
96,1000000,3,2500000,5,Pedagang,2,0,1
45,1000000,4,2300000,1,Guru/Dosen,1,3,10
52,1900000,4,4400000,3,Pekerja Lepas,1,6,4
59,1800000,4,2300000,5,Buruh,2,1,9
100,1900000,4,2300000,2,Wirausaha,5,0,3
59,3000000,16,1200000,3,Pedagang,5,5,7
90,1200000,16,4400000,2,Guru/Dosen,2,6,7
27,3000000,10,5000000,1,Guru/Dosen,1,4,5
31,1400000,12,3000000,5,Pekerja Lepas,3,5,10
96,1200000,6,2000000,2,Guru/Dosen,2,3,4
39,500000,12,4500000,0,Pedagang,5,4,9
58,2000000,5,4400000,2,Pekerja Lepas,4,3,6
51,1600000,4,4600000,2,Pekerja Lepas,5,3,4
100,1500000,16,2000000,0,Pekerja Lepas,4,2,6
72,2000000,5,2000000,5,Pedagang,4,5,10
93,1400000,20,4400000,3,Pekerja Lepas,5,5,4
83,1200000,10,4600000,0,Buruh,1,5,5
83,1200000,16,4000000,2,Pedagang,1,1,6
99,700000,4,3000000,0,Guru/Dosen,4,4,4
34,500000,16,2300000,0,Pekerja Lepas,5,5,9
77,1500000,8,5000000,4,Wirausaha,4,4,5
88,1200000,4,5000000,5,Pedagang,5,0,5
38,1500000,16,2000000,1,Pedagang,4,1,8
41,3000000,10,2500000,5,Pedagang,5,4,9
50,1200000,20,4000000,4,Guru/Dosen,5,6,8
97,1200000,10,3000000,3,Buruh,1,4,9
100,1200000,16,3500000,2,Pedagang,1,1,6
47,3000000,3,4600000,1,Pedagang,4,5,7
92,1500000,6,2500000,5,Guru/Dosen,4,2,4
99,2000000,8,1800000,2,Pedagang,2,6,7
99,1600000,5,2500000,5,Pedagang,5,0,2
86,1800000,4,1800000,4,Buruh,2,2,5
33,2000000,6,3500000,4,Guru/Dosen,3,0,0
57,2500000,4,4400000,2,Guru/Dosen,4,2,3
26,2000000,8,4800000,5,Pedagang,4,4,3
33,1400000,10,4800000,1,Pekerja Lepas,1,1,8
31,700000,6,2500000,3,Buruh,1,2,10
30,1400000,5,4500000,5,Buruh,5,4,8
76,500000,12,4400000,4,Buruh,1,5,6
49,1200000,16,5000000,2,Guru/Dosen,4,6,2
70,1900000,4,4600000,5,Pekerja Lepas,2,5,8
52,700000,10,1800000,1,Guru/Dosen,1,5,7
24,700000,20,5000000,2,Guru/Dosen,2,3,9
49,1200000,10,1500000,5,Guru/Dosen,5,0,1
49,1500000,10,3000000,5,Pekerja Lepas,4,4,1
87,1900000,5,4400000,1,Buruh,5,0,7
42,1600000,4,1200000,3,Guru/Dosen,3,5,7
51,1600000,5,4400000,4,Pedagang,2,4,1
87,1200000,4,1200000,3,Pedagang,5,1,5
29,500000,4,2300000,1,Pedagang,3,4,10
44,1400000,4,3500000,4,Pekerja Lepas,3,2,1
32,2000000,8,4600000,2,Buruh,5,5,10
68,1200000,8,5000000,0,Guru/Dosen,2,6,6
47,1000000,16,5000000,0,Pedagang,4,3,10
66,1600000,8,1500000,3,Wirausaha,5,1,3
42,3000000,10,2500000,4,Pedagang,3,0,7
21,700000,10,4800000,2,Buruh,4,0,3
89,1900000,8,4500000,2,Pedagang,4,5,6
21,1200000,8,5000000,4,Guru/Dosen,1,5,3
41,700000,10,3500000,1,Buruh,5,3,1
75,1200000,4,3000000,1,Buruh,3,4,0
47,500000,10,2000000,0,Guru/Dosen,1,0,8
59,3000000,4,5000000,1,Pedagang,3,4,4
47,500000,12,5000000,5,Pedagang,3,3,1
61,1800000,6,1200000,3,Pedagang,1,3,0
34,1900000,10,4600000,3,Guru/Dosen,1,0,4
21,1000000,10,4600000,5,Pedagang,2,4,3
92,1400000,8,2500000,3,Pekerja Lepas,5,4,3
80,1000000,6,5000000,1,Pekerja Lepas,5,3,0
87,1200000,4,3000000,1,Pedagang,2,0,2
33,1500000,6,2300000,2,Buruh,1,1,2
72,500000,4,2300000,0,Pedagang,3,6,5
97,1900000,4,2000000,3,Pedagang,5,3,1
46,3000000,10,4600000,5,Pedagang,3,6,2
69,1000000,4,4500000,2,Wirausaha,3,0,4
33,1200000,5,1500000,3,Wirausaha,3,5,6
46,2500000,8,4800000,2,Pekerja Lepas,2,1,3
58,3000000,10,4600000,1,Guru/Dosen,5,0,4
96,1000000,10,3500000,1,Pekerja Lepas,4,5,0
61,1000000,4,1500000,4,Wirausaha,2,3,9
67,1200000,10,1500000,1,Guru/Dosen,4,0,4
39,1400000,4,3500000,0,Pedagang,1,3,7
68,1800000,20,2300000,5,Pekerja Lepas,3,2,5
78,1200000,4,1800000,2,Pedagang,1,4,2
25,1900000,6,5000000,0,Guru/Dosen,4,0,5
26,1400000,20,4500000,1,Wirausaha,3,3,5
46,2000000,6,2300000,1,Wirausaha,4,2,4
20,1000000,8,4400000,4,Wirausaha,4,0,10
75,1200000,6,4500000,4,Pedagang,2,6,2
88,2000000,20,4000000,2,Pekerja Lepas,2,2,9
58,1900000,6,4800000,3,Pedagang,1,3,4
26,1500000,20,3000000,3,Buruh,5,1,5
50,500000,8,4800000,4,Pedagang,3,3,3
49,1900000,10,1800000,5,Pekerja Lepas,3,0,6
21,1200000,8,4800000,1,Buruh,5,5,1
90,700000,5,1500000,3,Pekerja Lepas,1,2,0
80,1000000,12,1800000,5,Buruh,1,0,3
93,1600000,4,2000000,4,Buruh,4,1,10
74,1800000,4,3000000,1,Buruh,1,2,4
36,1200000,10,1800000,3,Pedagang,2,4,7
58,1200000,4,1200000,2,Buruh,4,4,8
93,2500000,10,1200000,3,Guru/Dosen,5,5,3
31,700000,4,4400000,0,Pekerja Lepas,2,5,4
84,2000000,16,1200000,5,Guru/Dosen,4,4,8
100,1800000,4,1200000,0,Pedagang,5,4,4
69,1900000,16,5000000,4,Pedagang,3,3,10
99,500000,5,3000000,3,Pedagang,3,3,4
62,1800000,16,2000000,2,Guru/Dosen,3,3,7
79,500000,16,5000000,2,Buruh,3,5,9
95,500000,10,4400000,3,Pedagang,4,2,6
92,2000000,3,1200000,0,Pedagang,1,5,10
79,1800000,10,2500000,4,Pekerja Lepas,2,3,2
98,1900000,12,1500000,5,Pedagang,3,6,9
55,1400000,10,4800000,3,Pekerja Lepas,3,2,7
84,700000,16,3000000,1,Pekerja Lepas,4,1,10
94,1000000,12,2000000,1,Wirausaha,2,3,1
41,700000,20,4600000,2,Guru/Dosen,4,5,5
69,1000000,20,1200000,4,Pedagang,5,4,3
35,3000000,3,2000000,4,Pekerja Lepas,5,4,1
96,500000,4,1200000,1,Pedagang,1,3,8
74,500000,6,5000000,0,Pedagang,4,5,10
39,500000,12,4800000,2,Buruh,5,6,1
85,3000000,16,4500000,4,Pekerja Lepas,3,5,9
86,1200000,4,3000000,0,Pedagang,2,4,0
26,2000000,6,4800000,3,Pedagang,5,0,5
72,3000000,10,1500000,4,Pedagang,4,4,6
50,1000000,8,3000000,3,Wirausaha,1,1,8
81,1200000,8,4500000,1,Pedagang,4,4,0
49,1000000,5,4000000,4,Pedagang,1,3,10
66,1000000,8,2500000,2,Pedagang,3,4,3
25,500000,6,2300000,0,Pedagang,1,3,2
38,2500000,3,1800000,4,Buruh,3,5,2
41,1400000,10,2000000,5,Pekerja Lepas,1,6,10
64,2500000,8,4800000,1,Buruh,2,3,2
84,500000,3,3500000,1,Pekerja Lepas,4,2,4
48,2000000,20,1800000,5,Pekerja Lepas,1,3,5
94,1800000,5,1500000,4,Guru/Dosen,2,4,5
55,500000,10,4400000,4,Pedagang,3,6,1
81,1600000,10,2500000,3,Pekerja Lepas,5,0,4
48,3000000,4,2000000,2,Buruh,4,6,4
31,1000000,10,4800000,1,Buruh,1,0,9
96,500000,8,4600000,4,Wirausaha,4,0,6
88,2500000,10,3500000,3,Wirausaha,4,6,6
24,1200000,3,5000000,2,Buruh,1,0,5
58,1800000,6,1200000,2,Pedagang,2,5,1
41,1900000,20,1200000,1,Guru/Dosen,4,5,1
31,500000,3,4500000,3,Guru/Dosen,2,2,2
41,2500000,20,4800000,2,Pedagang,5,1,8
42,1200000,3,2500000,5,Wirausaha,5,6,0
64,3000000,4,4500000,0,Pedagang,2,0,1
93,1800000,4,1200000,4,Guru/Dosen,5,5,1
89,500000,20,1500000,1,Pedagang,2,2,5
65,1600000,6,4600000,3,Buruh,3,2,2
80,1200000,10,1200000,1,Buruh,2,3,4
36,1200000,8,2300000,3,Guru/Dosen,2,4,2
63,1200000,10,1200000,4,Guru/Dosen,3,1,0
73,2000000,12,1500000,2,Guru/Dosen,4,2,1
91,3000000,3,1200000,4,Wirausaha,2,2,9
29,1800000,6,4500000,0,Pedagang,2,1,2
35,1600000,4,5000000,3,Pedagang,1,2,6
48,1900000,6,1500000,1,Buruh,5,3,8
71,2000000,4,1200000,1,Pekerja Lepas,4,2,2
