usia,pinjaman,tenor,pemasukan,tanggungan,pekerjaan,pinjaman ke,telat bayar,donasi,score
2,700000,5,4800000,1,1,3,2,5,713.729
1,1600000,3,5000000,0,1,3,0,8,764.969
2,3000000,6,3500000,0,1,3,2,3,535.239
2,1500000,10,2500000,0,1,2,1,0,504.916
1,1400000,20,3500000,3,2,2,2,5,685.396
1,500000,16,3000000,2,2,2,3,9,712.886
2,3000000,8,4600000,1,2,3,3,3,719.989
2,1000000,20,4600000,5,2,3,0,6,849.969
2,1900000,20,4500000,3,1,3,3,7,741.219
2,2500000,10,3000000,1,1,2,3,10,602.386
2,1200000,12,1200000,1,1,3,3,7,469.219
1,700000,4,2000000,1,1,3,2,5,488.479
1,1500000,4,4400000,5,1,1,2,5,482.813
1,1500000,16,1800000,4,1,1,3,5,331.813
2,1800000,20,3000000,3,1,3,0,3,633.239
2,1200000,10,3000000,5,2,3,1,9,698.969
2,500000,4,4400000,0,2,2,0,1,694.156
2,500000,5,1500000,4,1,2,1,5,385.896
2,2000000,4,5000000,4,2,1,2,9,678.303
1,1900000,10,2500000,1,1,3,2,9,598.969
2,1200000,20,4400000,5,1,3,2,8,756.219
2,1600000,3,4800000,3,1,2,0,7,647.386
2,1200000,3,2500000,4,1,2,0,9,375.386
1,1900000,20,3500000,2,1,1,1,1,523.323
2,1200000,5,2500000,3,2,3,3,6,600.969
2,2500000,4,1500000,3,2,3,3,9,464.969
2,1200000,10,1200000,0,2,3,0,3,492.989
2,1900000,5,2000000,5,1,1,2,6,274.553
1,2500000,4,1500000,1,1,3,3,9,379.969
2,1900000,6,4600000,1,2,1,1,0,565.833
2,1200000,4,1800000,1,1,2,2,7,413.386
2,3000000,10,3500000,4,1,2,2,1,464.406
1,1200000,16,2300000,2,2,1,2,8,521.053
1,2500000,10,5000000,5,1,1,3,2,493.323
1,1200000,12,4500000,5,1,2,2,6,664.136
1,1400000,8,2300000,5,1,3,1,8,545.969
1,500000,10,2300000,3,2,2,2,1,506.906
2,3000000,5,1500000,4,2,2,3,7,394.136
1,1200000,8,4600000,1,2,3,3,5,741.229
1,1600000,8,4400000,5,2,3,2,1,713.739
2,1600000,4,4000000,3,1,3,3,6,673.219
2,1200000,6,4800000,3,2,1,0,6,708.303
1,500000,16,5000000,4,1,2,2,3,579.156
1,1500000,6,5000000,3,1,3,3,6,719.969
2,1200000,16,1200000,1,2,3,3,10,532.969
2,2000000,3,4000000,4,2,3,2,4,505.479
2,1900000,10,1800000,2,2,1,3,5,348.813
1,1900000,3,4400000,4,1,2,2,8,460.136
1,1200000,10,5000000,1,1,2,2,2,579.156
2,700000,4,4500000,1,1,3,0,10,786.219
2,1200000,20,4500000,3,1,2,0,0,587.916
2,2000000,5,1200000,1,2,3,3,4,422.479
2,2000000,5,1800000,1,1,3,1,4,388.729
1,500000,8,1500000,3,2,2,2,6,523.886
2,500000,10,3500000,5,2,3,3,1,719.989
1,500000,8,4800000,4,2,2,3,0,585.416
1,1200000,16,2300000,2,2,2,2,0,464.416
1,1200000,4,1200000,1,1,1,0,0,155.833
2,2000000,5,4500000,0,1,3,1,0,643.749
2,2000000,8,4800000,3,1,1,3,6,599.553
2,1900000,10,2000000,1,1,3,1,0,439.749
1,1400000,16,2500000,1,2,3,2,5,688.229
2,1800000,10,3000000,4,2,2,1,5,585.646
1,1900000,4,5000000,4,1,1,2,6,593.303
2,1200000,10,4800000,3,2,2,3,6,734.136
1,2500000,3,2500000,2,2,2,1,1,317.906
2,1600000,5,1500000,2,2,2,2,7,409.136
2,700000,10,2500000,5,2,1,2,2,457.323
1,1200000,10,4500000,2,1,3,1,7,749.969
2,1200000,8,4800000,1,1,3,3,5,698.729
2,700000,4,5000000,3,1,1,1,5,587.063
2,500000,6,4500000,5,1,3,1,10,771.219
2,1800000,16,4000000,1,2,2,3,8,734.136
1,1400000,10,1200000,5,1,3,2,2,309.989
2,1200000,16,2000000,3,1,2,3,4,423.896
2,1900000,3,4000000,0,2,3,2,7,683.969
1,1200000,10,2500000,2,1,3,2,4,556.479
2,500000,4,2300000,2,1,1,2,6,478.553
1,1800000,12,2300000,1,2,1,3,10,506.053
1,1600000,4,3500000,1,1,2,1,5,500.646
2,500000,6,4800000,5,1,2,2,7,685.386
2,1500000,20,1200000,5,1,3,2,7,416.219
1,500000,8,2300000,3,1,2,1,2,458.156
1,1200000,5,1800000,4,1,1,2,2,168.323
2,500000,8,1200000,0,2,3,0,6,645.969
2,700000,3,2000000,3,1,1,3,5,285.063
2,1200000,12,3500000,3,1,2,1,7,700.386
1,2000000,4,4400000,3,2,1,2,5,546.563
2,500000,5,3000000,2,1,2,3,10,670.386
2,500000,4,1800000,2,1,3,2,1,467.239
1,500000,4,4800000,1,1,1,2,0,465.833
2,1400000,3,1200000,0,1,2,2,6,345.386
2,1200000,5,1500000,5,2,1,2,6,338.303
2,1500000,20,3500000,3,1,3,3,3,656.239
2,1500000,16,2000000,4,1,2,2,1,396.406
2,500000,16,1500000,0,1,2,0,4,536.896
2,1000000,3,1500000,0,2,2,1,8,424.136
1,1600000,5,1200000,0,1,2,2,10,324.136
1,1000000,20,3000000,2,1,3,2,9,734.969
1,1200000,8,4800000,0,2,3,3,4,741.229
2,1800000,8,3500000,0,1,2,2,10,685.386
1,2500000,5,3500000,2,1,2,1,9,475.136
2,1400000,5,1800000,2,2,2,2,3,324.156
2,700000,10,2000000,4,2,3,3,6,600.969
1,500000,4,4000000,1,1,2,2,9,664.136
1,2500000,6,4000000,3,1,3,2,8,666.969
1,700000,12,4800000,1,2,1,1,6,672.053
2,1600000,10,2300000,4,2,3,2,5,573.479
2,500000,5,1800000,5,1,3,2,5,441.729
1,1200000,6,2500000,0,2,2,3,8,576.886
1,2500000,5,3500000,3,2,3,3,7,579.719
1,2000000,8,3500000,0,1,3,3,3,634.989
2,1400000,3,3500000,5,2,2,0,2,490.156
1,500000,3,4800000,0,1,2,3,9,649.136
2,1400000,10,5000000,4,1,2,2,1,600.406
2,1600000,8,4000000,0,1,1,0,4,602.063
1,1600000,4,1200000,2,1,2,0,2,269.156
2,1200000,10,4400000,1,1,1,2,2,529.573
2,1200000,10,4400000,3,1,3,0,5,743.729
2,700000,8,2500000,5,2,2,2,2,528.156
2,2500000,10,3500000,2,2,3,3,5,694.479
1,1000000,20,3000000,2,1,3,3,4,677.479
1,700000,10,2000000,5,1,1,3,1,289.323
1,500000,10,4000000,4,2,2,3,9,712.886
1,3000000,12,4600000,4,2,2,2,10,727.886
2,1500000,20,1500000,0,1,2,2,2,396.406
2,1400000,10,2300000,2,2,3,0,9,713.969
2,2000000,3,3000000,2,1,3,2,10,416.219
2,2500000,4,5000000,0,1,3,3,2,656.239
1,1600000,3,3000000,4,2,3,0,8,488.719
1,2000000,20,2500000,2,2,3,3,5,673.229
1,2000000,10,1500000,1,1,2,1,2,322.156
1,2000000,8,4000000,5,1,3,2,7,666.969
2,2500000,6,4600000,4,2,2,0,7,779.136
1,500000,16,3000000,4,1,2,3,2,496.156
2,1900000,10,3500000,2,2,3,2,4,777.479
1,1800000,3,4500000,3,1,2,3,2,428.156
1,1200000,3,3500000,4,1,1,2,0,329.833
1,1400000,8,1500000,4,1,2,2,1,239.156
2,500000,12,1800000,2,2,2,0,2,558.156
2,3000000,5,1500000,4,2,3,3,7,464.969
1,1200000,16,5000000,3,1,1,3,10,578.303
2,500000,10,4000000,0,1,3,2,5,713.729
2,2500000,6,2000000,0,2,2,2,9,409.136
2,1400000,5,4400000,2,1,3,0,0,658.749
2,1900000,5,2000000,5,2,3,2,4,437.479
2,500000,10,4600000,3,2,3,1,4,792.479
1,1200000,4,4800000,3,1,2,2,7,664.136
2,1200000,8,3000000,3,1,2,2,5,574.896
1,500000,5,3000000,0,1,3,3,6,719.969
2,1000000,3,4600000,4,1,2,3,4,627.896
1,500000,5,1800000,5,1,1,3,7,306.303
2,1800000,20,5000000,4,2,2,2,2,664.156
2,2000000,10,1800000,3,2,3,1,4,520.479
2,1500000,12,2500000,4,1,3,2,4,577.729
1,2000000,12,4400000,2,1,2,0,7,694.136
2,1200000,4,3000000,4,1,2,2,8,481.386
2,1200000,10,4800000,5,1,2,2,7,685.386
1,500000,16,5000000,5,2,2,1,2,657.906
2,2500000,6,1200000,2,1,1,2,8,274.553
2,500000,10,2000000,3,2,3,3,0,541.499
1,1400000,4,2300000,3,1,1,0,8,351.303
2,1200000,3,2000000,0,1,2,2,8,413.386
2,1200000,10,3500000,0,1,3,1,4,728.729
2,1600000,4,1200000,0,1,2,3,8,330.386
2,500000,4,2000000,2,2,3,0,7,645.969
2,1000000,5,2000000,4,1,3,2,10,484.219
2,500000,20,1200000,5,1,3,0,10,446.219
2,700000,10,4000000,2,1,2,3,8,670.386
2,1500000,4,1200000,3,1,2,0,3,290.406
1,500000,10,4800000,0,1,1,2,4,550.813
2,500000,20,2000000,1,1,3,0,4,607.729
1,1600000,8,1500000,5,1,2,2,10,324.136
1,1900000,5,4800000,1,1,2,2,3,579.156
2,1800000,10,3500000,3,2,2,1,6,764.136
1,1200000,8,4500000,4,1,1,2,0,465.833
1,1200000,4,3000000,3,2,1,1,9,536.053
2,1400000,12,1200000,1,1,3,1,10,499.219
2,2000000,12,2300000,4,2,2,3,0,402.666
1,1200000,4,4600000,5,1,3,3,0,592.499
2,3000000,3,2300000,4,1,2,1,2,275.406
1,1900000,5,4400000,0,1,2,0,10,694.136
2,2000000,16,2500000,4,1,2,2,3,464.406
2,1800000,10,4500000,0,2,3,0,3,764.989
1,1200000,5,2500000,2,1,2,2,7,460.136
1,1400000,12,1500000,0,1,1,0,5,376.813
1,1500000,8,2500000,1,1,3,2,3,513.989
2,2000000,12,4800000,2,1,1,3,4,557.063
1,1800000,6,4800000,0,1,3,3,7,719.969
2,2000000,8,2300000,5,1,2,1,3,343.406
2,1400000,4,4800000,3,1,1,0,6,644.553
2,1400000,10,4500000,0,2,2,0,2,694.156
1,1500000,10,3500000,4,2,2,2,10,727.886
2,1000000,3,4600000,3,1,1,2,7,614.553
1,500000,12,2500000,1,1,2,1,0,483.666
2,1800000,10,4000000,1,1,1,2,4,572.063
2,2500000,3,4800000,1,2,2,2,7,613.136
2,1900000,10,1800000,4,1,3,3,3,384.239
2,1600000,10,4800000,0,2,3,3,3,719.989
1,1600000,4,1800000,5,1,2,0,7,354.136
2,700000,4,1200000,4,1,1,2,3,189.573
2,1400000,10,5000000,4,1,1,3,1,514.573
1,2500000,12,4800000,0,1,1,2,4,550.813
1,1800000,4,3000000,2,1,2,1,9,475.136
2,1900000,16,1200000,0,1,3,0,1,429.239
2,1400000,4,4500000,2,1,2,1,6,700.386
1,1000000,10,5000000,4,1,3,2,8,734.969
2,1900000,20,4500000,1,1,2,3,10,670.386
2,1400000,16,4000000,1,1,2,2,1,600.406
1,1500000,16,1800000,1,1,3,3,10,515.969
2,500000,10,1200000,3,1,3,0,8,514.219
2,1400000,12,1200000,2,1,3,2,4,441.729
1,1000000,10,4800000,5,1,3,2,2,649.989
2,1200000,10,1200000,1,1,3,0,0,386.749
1,1500000,5,1500000,2,1,2,3,1,224.156
1,2000000,10,2300000,2,1,3,3,2,430.989
1,1800000,20,1800000,5,2,2,2,5,413.396
2,1200000,6,1200000,3,2,3,2,3,394.989
1,1000000,12,2300000,5,2,1,3,10,438.053
2,1800000,8,2000000,3,1,1,3,4,285.063
1,1000000,3,4800000,5,1,3,0,4,722.479
2,500000,10,4400000,1,2,1,3,10,663.303
2,1400000,8,4000000,5,2,3,2,8,819.969
2,1500000,5,1800000,3,2,2,3,0,266.666
1,1000000,20,3000000,1,1,2,3,2,564.156
2,1200000,3,1200000,4,1,3,1,3,346.239
2,3000000,5,2500000,0,1,2,2,3,260.406
2,2500000,4,1500000,3,2,3,3,9,464.969
1,1500000,3,2300000,1,1,1,3,3,153.323
1,1200000,3,4800000,3,1,3,0,2,679.989
1,500000,6,3000000,3,2,2,3,10,644.886
1,1600000,10,4400000,0,1,2,2,5,621.646
1,1600000,6,2300000,1,2,3,2,5,552.229
1,500000,5,4800000,5,2,3,3,1,698.739
2,1400000,6,2300000,1,1,2,0,1,426.406
2,1400000,4,4600000,1,2,2,2,10,749.136
1,1200000,8,1200000,5,1,3,2,1,309.989
2,1800000,12,1200000,4,1,2,1,8,360.386
2,1400000,4,1500000,1,1,2,0,0,247.916
1,1900000,3,2300000,1,2,1,3,6,302.053
2,1500000,10,2000000,1,2,2,2,10,545.136
2,1900000,6,4400000,1,1,3,2,9,756.219
2,500000,16,2500000,5,1,1,0,2,423.573
2,2500000,3,5000000,2,1,3,3,5,562.729
2,1200000,12,3000000,0,2,3,0,6,849.969
1,1200000,16,1800000,1,2,3,2,1,577.739
1,1900000,6,2500000,0,2,2,1,6,538.886
1,1800000,4,2300000,4,2,3,1,0,346.249
2,1600000,4,1200000,5,1,3,3,0,273.749
2,700000,16,4800000,3,2,2,2,7,749.136
2,2500000,8,4800000,2,2,3,1,2,749.989
2,2500000,10,5000000,5,2,2,3,3,649.156
1,1000000,16,3000000,3,1,1,0,0,495.833
2,2000000,8,2300000,0,2,1,2,6,542.303
2,1200000,8,2000000,4,2,3,2,1,530.989
2,1600000,10,2500000,1,1,3,1,7,635.219
2,1200000,16,4000000,3,1,3,0,10,786.219
2,500000,10,4800000,4,1,2,0,5,672.896
1,1400000,10,4600000,0,2,2,3,10,712.886
1,1000000,3,2500000,5,1,2,0,1,337.156
2,1000000,4,2300000,1,2,1,2,10,474.303
2,1900000,4,4400000,3,1,1,3,4,489.063
2,1800000,4,2300000,5,2,2,1,9,424.136
1,1900000,4,2300000,2,1,3,0,3,339.989
2,3000000,16,1200000,3,1,3,3,7,401.219
1,1200000,16,4400000,2,2,2,3,7,712.886
2,3000000,10,5000000,1,2,1,2,5,635.813
2,1400000,12,3000000,5,1,2,3,10,534.386
1,1200000,6,2000000,2,2,2,2,4,481.396
2,500000,12,4500000,0,1,3,2,9,756.219
2,2000000,5,4400000,2,1,3,2,6,756.219
2,1600000,4,4600000,2,1,3,2,4,713.729
1,1500000,16,2000000,0,1,3,2,6,598.969
1,2000000,5,2000000,5,1,3,3,10,379.969
1,1400000,20,4400000,3,1,3,3,4,677.479
1,1200000,10,4600000,0,2,1,3,5,599.563
1,1200000,16,4000000,2,1,1,1,6,608.303
1,700000,4,3000000,0,2,3,2,4,756.229
2,500000,16,2300000,0,1,3,3,9,673.219
1,1500000,8,5000000,4,1,3,2,5,692.479
1,1200000,4,5000000,5,1,3,0,5,722.479
2,1500000,16,2000000,1,1,3,1,8,635.219
2,3000000,10,2500000,5,1,3,2,9,484.219
2,1200000,20,4000000,4,2,3,3,8,804.969
1,1200000,10,3000000,3,2,1,2,9,589.053
1,1200000,16,3500000,2,1,1,1,6,608.303
2,3000000,3,4600000,1,1,3,3,7,469.219
1,1500000,6,2500000,5,2,3,2,4,484.229
1,2000000,8,1800000,2,1,2,3,7,377.136
1,1600000,5,2500000,5,1,3,0,2,407.989
1,1800000,4,1800000,4,2,2,2,5,345.396
2,2000000,6,3500000,4,2,2,0,0,515.666
2,2500000,4,4400000,2,2,3,2,3,598.989
2,2000000,8,4800000,5,1,3,2,3,671.239
2,1400000,10,4800000,1,1,1,1,8,629.553
2,700000,6,2500000,3,2,1,2,10,542.303
2,1400000,5,4500000,5,2,3,2,8,819.969
1,500000,12,4400000,4,2,1,3,6,642.053
2,1200000,16,5000000,2,2,3,3,2,719.989
1,1900000,4,4600000,5,1,2,3,8,581.136
2,700000,10,1800000,1,2,1,3,7,527.303
2,700000,20,5000000,2,2,2,2,9,749.136
2,1200000,10,1500000,5,2,3,0,1,424.989
2,1500000,10,3000000,5,1,3,2,1,535.239
1,1900000,5,4400000,1,2,3,0,7,828.719
2,1600000,4,1200000,3,2,2,3,7,394.136
2,1600000,5,4400000,4,1,2,2,1,600.406
1,1200000,4,1200000,3,1,3,1,5,367.479
2,500000,4,2300000,1,1,2,2,10,549.386
2,1400000,4,3500000,4,1,2,2,1,464.406
2,2000000,8,4600000,2,2,3,3,10,804.969
1,1200000,8,5000000,0,2,2,3,6,712.886
2,1000000,16,5000000,0,1,3,2,10,756.219
1,1600000,8,1500000,3,1,3,1,3,324.989
2,3000000,10,2500000,4,1,2,0,7,443.386
2,700000,10,4800000,2,2,3,0,3,764.989
1,1900000,8,4500000,2,1,3,3,6,719.969
2,1200000,8,5000000,4,2,1,3,3,578.323
2,700000,10,3500000,1,2,3,2,1,734.989
1,1200000,4,3000000,1,2,2,2,0,464.416
2,500000,10,2000000,0,2,1,0,8,640.303
2,3000000,4,5000000,1,1,2,2,4,574.896
2,500000,12,5000000,5,1,2,2,1,600.406
2,1800000,6,1200000,3,1,1,2,0,147.083
2,1900000,10,4600000,3,2,1,0,4,665.813
2,1000000,10,4600000,5,1,2,2,3,600.406
1,1400000,8,2500000,3,1,3,2,3,513.989
1,1000000,6,5000000,1,1,3,2,0,607.499
1,1200000,4,3000000,1,1,2,0,2,473.156
2,1500000,6,2300000,2,2,1,1,2,404.323
1,500000,4,2300000,0,1,2,3,5,538.646
1,1900000,4,2000000,3,1,3,2,1,309.989
2,3000000,10,4600000,5,1,2,3,2,585.406
1,1000000,4,4500000,2,1,2,0,4,651.646
2,1200000,5,1500000,3,1,2,3,6,330.386
2,2500000,8,4800000,2,1,2,1,3,615.406
2,3000000,10,4600000,1,2,3,0,4,807.479
1,1000000,10,3500000,1,1,3,3,0,592.499
2,1000000,4,1500000,4,1,2,2,9,345.386
1,1200000,10,1500000,1,2,3,0,4,582.229
2,1400000,4,3500000,0,1,1,2,7,546.553
1,1800000,20,2300000,5,1,2,2,5,417.646
1,1200000,4,1800000,2,1,1,2,2,168.323
2,1900000,6,5000000,0,2,3,0,5,807.479
2,1400000,20,4500000,1,1,2,2,5,642.896
2,2000000,6,2300000,1,1,3,2,4,509.729
2,1000000,8,4400000,4,1,3,0,10,786.219
1,1200000,6,4500000,4,1,2,3,2,564.156
1,2000000,20,4000000,2,1,2,2,9,664.136
2,1900000,6,4800000,3,1,1,2,4,572.063
2,1500000,20,3000000,3,2,3,1,5,724.479
2,500000,8,4800000,4,1,2,2,3,600.406
2,1900000,10,1800000,5,1,2,0,6,375.386
2,1200000,8,4800000,1,2,3,3,1,719.989
1,700000,5,1500000,3,1,1,2,0,193.833
1,1000000,12,1800000,5,2,1,0,3,330.073
1,1600000,4,2000000,4,2,3,1,10,473.719
1,1800000,4,3000000,1,2,1,2,4,410.563
2,1200000,10,1800000,3,1,2,2,7,481.386
2,1200000,4,1200000,2,2,3,2,8,479.969
1,2500000,10,1200000,3,2,3,3,3,358.739
2,700000,4,4400000,0,1,2,3,4,627.896
1,2000000,16,1200000,5,2,3,2,8,458.719
1,1800000,4,1200000,0,1,3,2,4,352.479
1,1900000,16,5000000,4,1,2,2,10,664.136
1,500000,5,3000000,3,1,2,2,4,553.646
2,1800000,16,2000000,2,2,2,2,7,545.136
1,500000,16,5000000,2,2,2,3,9,712.886
1,500000,10,4400000,3,1,3,2,6,734.969
1,2000000,3,1200000,0,1,1,3,10,238.303
1,1800000,10,2500000,4,1,2,2,2,375.156
1,1900000,12,1500000,5,1,2,3,9,309.136
2,1400000,10,4800000,3,1,2,2,7,685.386
1,700000,16,3000000,1,1,3,1,10,749.969
1,1000000,12,2000000,1,1,2,2,1,443.156
2,700000,20,4600000,2,2,3,3,5,762.479
1,1000000,20,1200000,4,1,3,2,3,377.989
2,3000000,3,2000000,4,1,3,2,1,331.239
1,500000,4,1200000,1,1,1,2,8,321.303
1,500000,6,5000000,0,1,3,3,10,719.969
2,500000,12,4800000,2,2,3,3,1,719.989
1,3000000,16,4500000,4,1,2,3,9,649.136
1,1200000,4,3000000,0,1,2,2,0,468.666
2,2000000,6,4800000,3,1,3,0,5,743.729
1,3000000,10,1500000,4,1,3,2,6,394.969
2,1000000,8,3000000,3,1,1,1,8,561.553
1,1200000,8,4500000,1,1,3,2,0,607.499
2,1000000,5,4000000,4,1,1,2,10,614.553
1,1000000,8,2500000,2,1,2,2,3,443.156
2,500000,6,2300000,0,1,1,2,2,461.573
2,2500000,3,1800000,4,2,2,3,2,309.156
2,1400000,10,2000000,5,1,1,3,10,327.553
2,2500000,8,4800000,1,2,2,2,2,664.156
1,500000,3,3500000,1,1,3,2,4,692.479
2,2000000,20,1800000,5,1,1,2,5,300.063
1,1800000,5,1500000,4,2,2,2,5,345.396
2,500000,10,4400000,4,1,2,3,1,585.406
1,1600000,10,2500000,3,1,3,0,4,586.479
2,3000000,4,2000000,2,2,3,3,4,422.479
2,1000000,10,4800000,1,2,1,0,9,708.303
1,500000,8,4600000,4,1,3,0,6,764.969
1,2500000,10,3500000,3,1,3,3,6,651.969
2,1200000,3,5000000,2,2,1,0,5,665.813
2,1800000,6,1200000,2,1,2,3,1,245.406
2,1900000,20,1200000,1,2,3,3,1,447.989
2,500000,3,4500000,3,2,2,2,2,664.156
2,2500000,20,4800000,2,1,3,1,8,771.219
2,1200000,3,2500000,5,1,3,3,0,273.749
2,3000000,4,4500000,0,1,2,0,1,494.406
1,1800000,4,1200000,4,2,3,3,1,358.739
1,500000,20,1500000,1,1,2,2,5,417.646
1,1600000,6,4600000,3,2,2,2,2,642.906
1,1200000,10,1200000,1,2,2,2,4,413.396
2,1200000,8,2300000,3,2,2,2,2,460.156
2,1200000,10,1200000,4,2,2,1,0,296.666
1,2000000,12,1500000,2,2,3,2,1,441.739
1,3000000,3,1200000,4,1,2,2,9,324.136
2,1800000,6,4500000,0,1,2,1,2,615.406
2,1600000,4,5000000,3,1,1,2,6,614.553
2,1900000,6,1500000,1,2,3,2,8,479.969
1,2000000,4,1200000,1,1,3,2,2,309.989
2,500000,3,4800000,5,1,2,2,1,600.406
1,1600000,10,2500000,5,1,2,2,10,460.136
1,3000000,4,3000000,5,1,1,3,4,195.813
1,700000,4,4400000,3,1,3,3,0,592.499
2,500000,5,2500000,1,2,2,0,1,626.156
2,1900000,16,2000000,5,1,2,0,0,315.916
2,1400000,4,4800000,3,1,1,1,2,544.573
1,1200000,6,1200000,2,1,3,3,10,379.969
1,2500000,3,1500000,5,1,2,0,0,226.666
1,700000,3,1200000,1,1,2,3,7,309.136
1,1200000,4,3000000,2,1,2,3,6,513.136
2,1600000,3,2500000,0,1,2,0,5,332.896
1,500000,12,3500000,4,1,2,2,1,579.156
2,700000,20,4600000,0,2,3,2,3,734.989
2,1800000,3,2500000,4,1,2,2,2,260.406
1,1900000,4,4000000,3,1,2,0,6,558.136
1,1500000,4,4600000,5,1,2,2,4,621.646
2,1400000,4,4600000,3,2,3,2,7,819.969
1,500000,20,1500000,1,1,2,2,4,417.646
1,1000000,4,3000000,4,1,2,2,0,400.666
1,3000000,10,4000000,2,2,2,2,5,685.396
2,3000000,20,4000000,1,1,1,3,4,557.063
2,1600000,5,5000000,5,1,1,3,8,599.553
